Date,Service,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Commentaire annulations,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Commentaire retards au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Commentaire retards à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Date_dt,Annee,Mois
2018-01,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,141.0,870.0,5.0,,289.0,11.25,3.69,,147.0,28.44,6.51,0.0,110.0,6.51,44.0,8.0,36.13,31.09,10.92,15.97,5.04,0.84,2018-01-01,2018.0,1.0
2018-01,National,LE MANS,PARIS MONTPARNASSE,56.0,406.0,1.0,,213.0,8.48,4.57,,105.0,18.05,5.36,0.15,32.0,5.36,9.0,4.0,20.0,35.0,16.67,16.67,8.33,3.33,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,166.0,226.0,0.0,,21.0,6.24,0.29,,19.0,24.74,2.94,0.0,11.0,2.94,6.0,1.0,22.22,27.78,16.67,16.67,5.56,11.11,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,NANTES,216.21,508.0,3.0,,71.0,7.24,0.98,,58.0,33.73,5.29,0.0,39.0,5.29,18.0,0.0,33.33,22.22,16.67,20.37,5.56,1.85,2018-01-01,2018.0,1.0
2018-01,National,POITIERS,PARIS MONTPARNASSE,94.0,472.0,4.0,,224.0,6.78,3.23,,89.0,14.59,4.88,0.0,42.0,4.88,10.0,0.0,15.79,45.61,0.0,15.79,1.75,1.75,2018-01-01,2018.0,1.0
2018-01,National,ST MALO,PARIS MONTPARNASSE,158.0,92.0,0.0,,2.0,1.23,0.06,,10.0,24.98,4.82,0.0,6.0,4.76,3.0,1.0,22.22,66.67,0.0,11.11,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257.0,184.0,0.0,,0.0,11.22,1.19,,26.0,40.12,12.96,0.15,26.0,7.51,12.0,3.0,59.09,22.73,4.55,9.09,4.55,0.0,2018-01-01,2018.0,1.0
2018-01,National,VANNES,PARIS MONTPARNASSE,156.0,278.0,1.0,,168.0,5.12,3.13,,37.0,0.0,6.26,0.0,25.0,6.24,11.0,3.0,24.14,44.83,20.69,3.45,3.45,3.45,2018-01-01,2018.0,1.0
2018-01,National,REIMS,PARIS EST,46.0,230.0,1.0,,93.0,7.4,3.11,,62.0,12.82,3.54,0.0,20.0,3.54,3.0,0.0,17.95,41.03,20.51,5.13,0.0,15.38,2018-01-01,2018.0,1.0
2018-01,National,DOUAI,PARIS NORD,77.0,197.0,3.0,,39.0,8.03,1.8,,37.0,21.4,5.05,0.0,10.0,5.05,5.0,3.0,36.36,18.18,22.73,18.18,4.55,0.0,2018-01-01,2018.0,1.0
2018-01,National,LILLE,PARIS NORD,63.0,579.0,9.0,,164.0,8.22,2.34,,101.0,22.21,4.23,0.0,38.0,4.22,17.0,10.0,36.23,8.7,21.74,23.19,5.8,4.35,2018-01-01,2018.0,1.0
2018-01,National,LILLE,MARSEILLE ST CHARLES,307.0,190.0,4.0,,50.0,7.38,2.04,,35.0,44.12,9.94,0.0,35.0,9.94,13.0,7.0,57.14,19.05,4.76,9.52,4.76,4.76,2018-01-01,2018.0,1.0
2018-01,National,PARIS NORD,DUNKERQUE,116.0,271.0,3.0,,46.0,11.24,1.8,,29.0,28.69,3.74,0.0,18.0,3.74,9.0,4.0,35.71,28.57,7.14,25.0,3.57,0.0,2018-01-01,2018.0,1.0
2018-01,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,402.0,0.0,,117.0,6.63,2.01,,37.0,35.97,4.42,0.0,37.0,4.42,19.0,7.0,42.86,22.86,8.57,22.86,0.0,2.86,2018-01-01,2018.0,1.0
2018-01,National,ANNECY,PARIS LYON,224.0,0.0,0.0,,12.0,8.07,0.49,,38.0,37.25,8.55,0.0,38.0,8.55,14.0,5.0,23.81,42.86,9.52,14.29,4.76,4.76,2018-01-01,2018.0,1.0
2018-01,National,GRENOBLE,PARIS LYON,265.2,245.0,0.0,-,247.0,8.03,1.21,,23.0,46.31,6.12,9760.0,25.0,9.47,13.0,6.0,17.65,52.94,0.0,23.53,5.88,0.0,2018-01-01,2018.0,1.0
2018-01,National,LYON PART DIEU,MARNE LA VALLEE,109.0,316.0,3.0,,221.0,10.31,7.27,,64.0,37.12,7.81,0.0,53.0,7.81,27.0,10.0,18.37,34.69,12.24,20.41,6.12,8.16,2018-01-01,2018.0,1.0
2018-01,National,MACON LOCHE,PARIS LYON,99.0,0.0,1.0,,153.0,11.78,8.03,,49.0,26.26,6.02,0.0,38.0,6.02,10.0,1.0,16.22,27.03,32.43,21.62,2.7,0.0,2018-01-01,2018.0,1.0
2018-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,106.0,557.0,7.0,,133.0,6.98,0.0,,60.0,28.92,5.2,0.0,40.0,5.2,19.0,5.0,23.08,23.08,19.23,23.08,3.85,7.69,2018-01-01,2018.0,1.0
2018-01,National,MONTPELLIER,PARIS LYON,206.0,0.0,0.0,,122.0,10.99,4.07,,58.0,44.76,7.47,7801.0,58.0,7.47,31.0,11.0,22.0,38.0,12.0,22.0,2.0,4.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,MARSEILLE ST CHARLES,202.0,482.0,2.0,,51.0,13.04,1.07,,43.0,41.66,5.05,1.0,43.0,5.05,20.0,8.0,41.03,30.77,12.82,15.38,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,International,BARCELONA,PARIS LYON,390.0,35.0,0.0,,10.0,1.4,0.31,,7.0,57.68,9.22,0.0,7.0,9.22,3.0,3.0,14.29,14.29,14.29,57.14,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,International,FRANCFORT,PARIS EST,224.0,177.0,3.0,,43.0,4.62,1.34,,26.0,25.86,6.44,0.0,25.0,6.44,6.0,0.0,30.77,15.38,23.08,15.38,7.69,7.69,2018-01-01,2018.0,1.0
2018-01,International,MADRID,MARSEILLE ST CHARLES,481.0,16.0,1.0,,6.0,3.5,1.0,,3.0,20.27,7.26,0.0,3.0,7.26,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,International,PARIS LYON,ITALIE,394.0,94.0,0.0,,27.0,11.26,3.0,,22.0,55.68,11.6,0.0,22.0,11.6,15.0,6.0,33.33,19.05,23.81,14.29,9.52,0.0,2018-01-01,2018.0,1.0
2018-01,International,PARIS LYON,LAUSANNE,222.0,151.0,2.0,NC,10.0,10.91,0.37,,20.0,33.68,6.03,0.0,20.0,6.03,6.0,2.0,31.58,26.32,31.58,5.26,0.0,5.26,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,LAVAL,84.0,217.0,0.0,,32.0,11.61,1.46,,66.0,15.13,5.82,0.15,16.0,5.82,5.0,2.0,24.24,54.55,3.03,12.12,3.03,3.03,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,VANNES,152.0,253.0,0.0,,38.0,9.75,1.06,,39.0,40.31,7.77,0.15,27.0,7.74,16.0,8.0,25.64,38.46,12.82,17.95,0.0,5.13,2018-01-01,2018.0,1.0
2018-01,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,61.0,410.0,1.0,,173.0,6.72,2.95,-,114.0,0.0,4.36,0.15,26.0,4.36,9.0,0.0,22.73,45.45,0.0,0.0,1.52,1.52,2018-01-01,2018.0,1.0
2018-01,National,TOURS,PARIS MONTPARNASSE,75.0,194.0,0.0,,12.0,5.73,0.33,,35.0,11.13,2.93,0.0,7.0,2.93,1.0,0.0,25.0,56.25,6.25,12.5,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS EST,METZ,84.0,310.0,0.0,,41.0,6.41,0.82,,24.0,11.89,0.76,0.0,7.0,0.76,1.0,0.0,26.67,6.67,13.33,40.0,13.33,0.0,2018-01-01,2018.0,1.0
2018-01,National,LYON PART DIEU,LILLE,189.0,296.0,3.0,,218.0,10.36,7.81,,67.0,44.44,12.05,0.0,64.0,12.05,35.0,12.0,30.77,32.69,9.62,17.31,3.85,5.77,2018-01-01,2018.0,1.0
2018-01,National,PARIS NORD,DOUAI,69.0,192.0,2.0,,29.0,10.39,1.44,,30.0,19.25,2.29,0.0,11.0,2.29,5.0,3.0,37.5,33.33,12.5,12.5,4.17,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS VAUGIRARD,BORDEAUX ST JEAN,165.0,63.0,1.0,,12.0,22.32,3.89,,5.0,44.55,3.43,0.0,4.0,3.43,3.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS VAUGIRARD,NANTES,140.0,62.0,0.0,Non communiqué,15.0,11.64,2.52,,10.0,34.23,7.57,0.0,6.0,7.57,3.0,3.0,30.0,30.0,20.0,10.0,10.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,RENNES,PARIS VAUGIRARD,111.0,31.0,0.0,,7.0,2.86,0.0,,2.0,24.33,3.16,0.0,2.0,3.16,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,205.0,0.0,,27.0,6.51,0.51,,15.0,25.29,1.4,0.0,9.0,1.4,3.0,2.0,30.77,23.08,23.08,0.0,7.69,15.38,2018-01-01,2018.0,1.0
2018-01,National,DIJON VILLE,PARIS LYON,98.0,451.0,7.0,,264.0,6.67,4.07,,42.0,28.49,2.4,0.0,29.0,2.4,0.0,5.0,25.0,12.5,40.0,7.5,2.5,12.5,2018-01-01,2018.0,1.0
2018-01,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,431.0,0.0,,85.0,8.29,1.55,,40.0,35.71,4.27,0.0,40.0,4.27,19.0,8.0,39.47,21.05,10.53,26.32,0.0,2.63,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,AVIGNON TGV,159.0,462.0,0.0,,48.0,11.04,0.86,,64.0,31.44,5.88,0.0,45.0,5.88,19.0,8.0,30.16,25.4,19.05,22.22,3.17,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.0,202.0,2.0,,25.0,11.62,1.14,,23.0,31.27,5.85,0.0,18.0,5.85,8.0,2.0,9.09,36.36,9.09,31.82,0.0,4.55,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,CHAMBERY CHALLES LES EAUX,186.0,271.0,0.0,,46.0,13.59,2.05,NC,36.0,39.07,5.81,0.0,26.0,5.81,17.0,5.0,14.71,26.47,20.59,32.35,5.88,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,PERPIGNAN,308.0,145.0,0.0,,29.0,14.51,2.53,,23.0,0.0,8.22,0.0,23.0,8.22,12.0,3.0,13.64,59.09,9.09,18.18,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PERPIGNAN,PARIS LYON,305.0,166.0,0.0,,54.0,10.13,3.4,,36.0,48.68,10.48,1.0,36.0,10.48,0.0,9.0,20.69,41.38,10.34,27.59,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,VALENCE ALIXAN TGV,PARIS LYON,132.0,280.0,2.0,,130.0,11.22,5.25,,48.0,39.12,5.89,0.0,45.0,5.89,21.0,7.0,17.5,37.5,12.5,25.0,2.5,5.0,2018-01-01,2018.0,1.0
2018-01,International,STUTTGART,PARIS EST,185.0,154.0,5.0,Non communiqué,124.0,4.63,3.92,,12.0,34.58,4.05,0.0,12.0,4.05,4.0,1.0,41.67,25.0,0.0,16.67,0.0,16.67,2018-01-01,2018.0,1.0
2018-01,National,LYON PART DIEU,RENNES,232.0,88.0,2.0,,50.0,7.03,4.21,,20.0,36.05,10.83,0.15,20.0,10.83,9.0,2.0,10.53,63.16,0.0,15.79,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,385.0,3.0,,49.0,8.36,0.73,,52.0,19.84,4.25,0.0,22.0,4.25,8.0,1.0,21.43,23.81,21.43,23.81,9.52,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,ANGOULEME,126.0,239.0,4.0,,36.0,6.35,0.75,,28.0,18.02,4.11,0.0,15.0,4.11,3.0,0.0,15.38,38.46,19.23,23.08,3.85,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,BREST,223.0,281.0,1.0,,39.0,8.1,0.75,,19.0,46.58,4.86,0.15,19.0,4.83,7.0,4.0,21.05,47.37,10.53,21.05,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,QUIMPER,220.0,248.0,1.0,,37.0,9.5,1.0,,26.0,55.69,7.58,0.15,26.0,7.55,0.0,7.0,26.92,38.46,15.38,19.23,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,0.0,391.0,2.0,,61.0,7.8,0.89,,0.0,12.41,3.35,0.0,17.0,3.35,6.0,0.0,21.21,42.42,9.09,21.21,6.06,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,TOURS,72.0,0.0,0.0,,30.0,9.58,1.09,,48.0,12.23,4.33,0.15,0.0,4.33,0.0,0.0,19.23,46.15,11.54,19.23,3.85,0.0,2018-01-01,2018.0,1.0
2018-01,National,RENNES,PARIS MONTPARNASSE,99.0,599.0,4.0,,238.0,7.59,3.07,,148.0,18.5,5.85,0.15,51.0,5.84,16.0,6.0,20.24,35.71,17.86,16.67,4.76,4.76,2018-01-01,2018.0,1.0
2018-01,National,METZ,PARIS EST,85.0,307.0,1.0,Non communiqué,128.0,8.05,3.43,,64.0,14.52,3.32,0.0,17.0,3.32,8.0,0.0,18.92,8.11,37.84,29.73,2.7,2.7,2018-01-01,2018.0,1.0
2018-01,National,NANCY,PARIS EST,93.0,306.0,1.0,,71.0,8.25,1.98,,33.0,15.96,1.19,0.0,13.0,1.19,5.0,0.0,21.05,21.05,36.84,10.53,5.26,5.26,2018-01-01,2018.0,1.0
2018-01,National,NANTES,STRASBOURG,303.0,39.0,0.0,,22.0,2.84,0.0,,5.0,32.99,5.74,0.0,5.0,5.74,2.0,1.0,0.0,0.0,33.33,33.33,0.0,33.33,2018-01-01,2018.0,1.0
2018-01,National,PARIS EST,REIMS,45.0,218.0,1.0,,34.0,5.49,0.79,NC,21.0,12.04,1.44,0.0,6.0,1.44,0.0,0.0,18.75,12.5,6.25,18.75,43.75,0.0,2018-01-01,2018.0,1.0
2018-01,National,LILLE,LYON PART DIEU,190.0,292.0,8.0,,122.0,10.04,4.38,,36.0,56.16,7.58,0.0,31.0,7.58,22.0,13.0,40.0,30.0,5.0,20.0,5.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS NORD,LILLE,64.0,568.0,5.0,,98.0,8.83,1.5,,97.0,21.02,4.13,0.0,40.0,4.13,15.0,6.0,38.1,21.43,9.52,21.43,9.52,0.0,2018-01-01,2018.0,1.0
2018-01,National,BORDEAUX ST JEAN,TOURCOING,301.0,31.0,0.0,,13.0,2.76,1.18,,3.0,43.33,6.55,766074276602668.0,0.0,6.55,2.0,1.0,0.0,33.33,66.67,0.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,NANTES,PARIS VAUGIRARD,143.0,62.0,0.0,,15.0,13.87,3.65,,6.0,47.28,5.31,0.0,5.0,5.31,3.0,1.0,0.0,50.0,0.0,16.67,16.67,16.67,2018-01-01,2018.0,1.0
2018-01,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0,224.0,1.0,,127.0,9.93,5.65,,45.0,21.4,3.62,0.0,22.0,3.62,9.0,2.0,26.19,16.67,30.95,16.67,9.52,0.0,2018-01-01,2018.0,1.0
2018-01,National,MARNE LA VALLEE,LYON PART DIEU,0.0,335.0,9.0,,212.0,12.5,8.24,,59.0,45.52,8.49,7.808103968067818e+39,43.0,8.49,29.0,17.0,31.25,31.25,0.0,18.75,6.25,0.0,2018-01-01,2018.0,1.0
2018-01,National,NICE VILLE,PARIS LYON,346.0,197.0,0.0,,84.0,9.96,4.37,,33.0,46.83,8.57,0.0,33.0,8.57,20.0,8.0,38.71,25.81,9.68,19.35,0.0,6.45,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,BELLEGARDE (AIN),160.0,231.0,2.0,,34.0,5.78,0.56,,64.0,36.39,11.86,0.0,49.0,11.86,24.0,10.0,40.0,25.45,25.45,5.45,3.64,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,GRENOBLE,180.0,262.0,0.0,,40.0,9.72,1.23,,40.0,34.39,6.62,0.0,32.0,6.62,15.0,8.0,15.38,25.64,28.21,28.21,2.56,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,MONTPELLIER,209.0,294.0,0.0,,47.0,12.23,1.63,,37.0,39.01,4.36,0.0,37.0,4.36,19.0,6.0,25.71,45.71,11.43,14.29,2.86,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,NICE VILLE,349.0,196.0,2.0,,24.0,14.01,1.39,Non communiqué,25.0,48.58,7.98,1.0,25.0,7.98,15.0,0.0,60.87,21.74,0.0,13.04,4.35,0.0,2018-01-01,2018.0,1.0
2018-01,International,ITALIE,PARIS LYON,439.0,95.0,1.0,,79.0,5.83,4.96,,34.0,41.41,17.09,0.0,34.0,17.09,12.0,7.0,0.0,17.65,41.18,17.65,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,International,LAUSANNE,PARIS LYON,219.0,144.0,3.0,,110.0,3.08,2.49,,21.0,30.35,4.7,0.0,22.0,4.7,9.0,2.0,28.57,14.29,33.33,9.52,0.0,14.29,2018-01-01,2018.0,1.0
2018-01,International,PARIS LYON,ZURICH,241.0,153.0,3.0,,25.0,8.94,1.23,,28.0,34.3,7.78,0.0,0.0,7.78,11.0,0.0,17.86,21.43,25.0,21.43,3.57,10.71,2018-01-01,2018.0,1.0
2018-01,International,PARIS LYON,BARCELONA,387.0,62.0,0.0,,16.0,11.94,2.67,,8.0,49.5,8.55,0.0,8.0,8.55,4.0,1.0,12.5,37.5,25.0,25.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,ANGOULEME,PARIS MONTPARNASSE,125.0,270.0,4.0,,135.0,5.71,2.97,,56.0,21.2,6.46,0.15,33.0,6.46,9.0,0.0,26.92,42.31,9.62,15.38,3.85,1.92,2018-01-01,2018.0,1.0
2018-01,National,BREST,PARIS MONTPARNASSE,225.0,284.0,3.0,,4.0,2.25,0.03,,19.0,39.18,5.39,0.0,19.0,5.37,5.0,2.0,33.33,53.33,0.0,13.33,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.0,222.0,0.0,,8.0,2.88,0.1,,34.0,21.52,5.7,0.0,22.0,5.7,5.0,0.0,15.38,30.77,38.46,11.54,3.85,0.0,2018-01-01,2018.0,1.0
2018-01,National,NANTES,PARIS MONTPARNASSE,128.0,525.0,3.0,,193.0,7.29,2.72,,84.0,33.48,7.23,0.0,56.0,7.23,29.0,11.0,37.33,26.67,21.33,4.0,9.33,1.33,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,143.0,775.0,7.0,,148.0,9.38,1.58,,79.0,25.48,2.55,0.0,45.0,2.55,21.0,4.0,21.67,25.0,11.67,40.0,1.67,0.0,2018-01-01,2018.0,1.0
2018-01,National,Paris Montparnasse,RENNES,97.0,590.0,1.0,,79.0,10.09,1.03,,107.0,21.1,4.97,0.0,35.0,4.97,12.0,7.0,12.66,41.77,18.99,24.05,2.53,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,ST MALO,156.0,102.0,0.0,,12.0,19.91,1.97,,13.0,48.62,6.79,0.0,8.0,6.72,6.0,4.0,23.08,46.15,7.69,15.38,7.69,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257.0,182.0,1.0,,38.0,10.41,1.96,,21.0,57.18,6.78,0.15,21.0,6.78,17.0,7.0,47.62,28.57,0.0,19.05,4.76,0.0,2018-01-01,2018.0,1.0
2018-01,National,QUIMPER,PARIS MONTPARNASSE,223.0,256.0,1.0,,9.0,16.33,0.58,,21.0,39.1,5.94,0.0,21.0,0.0,9.0,2.0,27.78,55.56,0.0,5.56,5.56,5.56,2018-01-01,2018.0,1.0
2018-01,National,RENNES,LYON PART DIEU,233.0,99.0,0.0,,23.0,3.0,0.7,,6.0,40.06,2.24,0.0,6.0,2.24,2.0,1.0,0.0,50.0,25.0,25.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS EST,STRASBOURG,112.0,494.0,9.0,,49.0,6.27,0.58,NC,14.0,27.3,0.78,0.0,11.0,0.78,5.0,1.0,25.0,8.33,8.33,50.0,8.33,0.0,2018-01-01,2018.0,1.0
2018-01,National,STRASBOURG,PARIS EST,112.0,507.0,7.0,,239.0,7.22,3.56,,46.0,24.84,2.68,0.0,34.0,2.68,11.0,1.0,35.9,12.82,17.95,15.38,5.13,12.82,2018-01-01,2018.0,1.0
2018-01,National,MARSEILLE ST CHARLES,LILLE,307.0,187.0,2.0,,40.0,8.27,1.78,,37.0,45.59,10.8,0.0,37.0,10.8,19.0,7.0,32.26,35.48,9.68,12.9,3.23,6.45,2018-01-01,2018.0,1.0
2018-01,National,AVIGNON TGV,PARIS LYON,159.0,538.0,0.0,,109.0,11.69,2.11,,88.0,31.97,5.8,0.0,62.0,5.8,35.0,12.0,36.47,24.71,16.47,18.82,0.0,3.53,2018-01-01,2018.0,1.0
2018-01,National,LYON PART DIEU,PARIS LYON,120.0,659.0,3.0,,384.0,6.34,3.82,,85.0,26.81,4.03,0.0,53.0,4.03,20.0,6.0,26.67,24.0,26.67,17.33,5.33,0.0,2018-01-01,2018.0,1.0
2018-01,National,LYON PART DIEU,MONTPELLIER,112.0,303.0,5.0,,168.0,12.66,7.26,,49.0,38.83,6.86,0.0,34.0,6.86,19.0,8.0,30.77,33.33,10.26,17.95,7.69,0.0,2018-01-01,2018.0,1.0
2018-01,National,MONTPELLIER,LYON PART DIEU,112.0,299.0,6.0,,107.0,0.0,4.26,Non communiqué,62.0,31.85,9.12,0.0,46.0,9.12,21.0,4.0,28.57,34.29,22.86,11.43,2.86,0.0,2018-01-01,2018.0,1.0
2018-01,National,MULHOUSE VILLE,PARIS LYON,168.0,328.0,8.0,,106.0,6.58,2.2,-,24.0,34.37,2.28,0.0,19.0,2.28,8.0,4.0,37.5,12.5,29.17,4.17,4.17,12.5,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,DIJON VILLE,96.0,468.0,6.0,,62.0,11.57,1.23,,40.0,31.12,3.15,0.0,32.0,3.15,16.0,4.0,14.29,40.0,17.14,25.71,2.86,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,,168.0,299.0,5.0,,47.0,10.89,1.49,,49.0,31.26,6.39,0.0,39.0,6.39,18.0,4.0,15.91,29.55,18.18,27.27,2.27,6.82,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,NIMES,177.0,294.0,0.0,,47.0,12.23,0.0,,54.0,31.9,6.49,0.0,38.0,6.49,19.0,8.0,20.0,32.0,20.0,20.0,8.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS LYON,VALENCE ALIXAN TGV,130.0,323.0,0.0,,47.0,12.07,1.42,,44.0,33.97,5.24,0.0,33.0,5.24,17.0,7.0,15.0,30.0,25.0,25.0,5.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,118.0,0.0,,12.0,6.37,0.58,,13.0,30.64,4.12,0.0,7.0,4.12,4.0,2.0,40.0,30.0,20.0,0.0,10.0,0.0,2018-01-01,2018.0,1.0
2018-01,International,GENEVE,PARIS LYON,194.0,230.0,1.0,,161.0,3.74,2.86,,36.0,40.27,7.18,0.0,36.0,7.18,19.0,7.0,69.44,16.67,5.56,0.0,5.56,2.78,2018-01-01,2018.0,1.0
2018-01,International,PARIS EST,STUTTGART,186.0,155.0,4.0,,20.0,0.0,1.34,,15.0,33.31,5.73,0.0,15.0,5.73,6.0,2.0,26.67,6.67,20.0,46.67,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,393.0,2.0,-,204.0,6.4,3.46,,77.0,24.27,6.07,0.0,35.0,6.07,19.0,4.0,37.5,37.5,8.93,5.36,8.93,1.79,2018-01-01,2018.0,1.0
2018-01,National,LAVAL,PARIS MONTPARNASSE,86.0,208.0,0.0,,84.0,7.29,3.02,,55.0,16.57,5.04,0.15,19.0,5.04,5.0,2.0,16.13,35.48,19.35,22.58,3.23,3.23,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,LE MANS,54.0,441.0,2.0,,62.0,10.47,1.17,Non communiqué,65.0,16.9,3.0,0.0,22.0,3.0,9.0,3.0,28.95,26.32,10.53,26.32,5.26,2.63,2018-01-01,2018.0,1.0
2018-01,National,PARIS MONTPARNASSE,POITIERS,93.0,506.0,4.0,,62.0,7.72,0.0,,52.0,13.48,2.72,0.0,16.0,2.72,6.0,0.0,26.92,42.31,11.54,19.23,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS EST,NANCY,94.0,299.0,3.0,,0.0,5.26,0.66,,13.0,17.36,1.02,0.0,7.0,1.02,4.0,0.0,10.0,10.0,20.0,50.0,10.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,STRASBOURG,NANTES,286.0,40.0,1.0,,9.0,4.15,0.9,NC,5.0,46.75,8.57,0.0,5.0,8.57,2.0,2.0,20.0,20.0,40.0,20.0,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,ARRAS,PARIS NORD,51.0,312.0,4.0,,118.0,8.86,3.57,,64.0,22.25,5.35,0.0,16.0,5.35,9.0,5.0,24.32,21.62,35.14,13.51,5.41,0.0,2018-01-01,2018.0,1.0
2018-01,National,DUNKERQUE,PARIS NORD,116.0,245.0,1.0,,14.0,8.93,0.56,,28.0,28.93,4.74,0.0,19.0,4.74,8.0,2.0,26.09,26.09,0.0,17.39,4.35,0.0,2018-01-01,2018.0,1.0
2018-01,National,PARIS NORD,ARRAS,51.0,287.0,5.0,,50.0,8.7,1.48,,40.0,17.37,2.91,0.0,15.0,2.91,5.0,2.0,41.67,25.0,8.33,19.44,5.56,0.0,2018-01-01,2018.0,1.0
2018-01,National,BORDEAUX ST JEAN,PARIS VAUGIRARD,144.0,62.0,0.0,,15.0,22.39,5.4,,9.0,45.39,6.18,7.656226765694376e+43,7.0,6.18,5.0,2.0,11.11,11.11,22.22,55.56,0.0,0.0,2018-01-01,2018.0,1.0
2018-01,National,MARSEILLE ST CHARLES,TOURCOING,299.0,31.0,0.0,,13.0,10.77,4.33,,3.0,88.33,11.32,7830177678302088.0,3.0,0.0,3.0,3.0,0.0,33.33,33.33,33.33,0.0,0.0,2018-01-01,2018.0,1.0
